2048.0,14755,175.0,302.5,1
2048.0,14756,172.92804718017578,321.37486267089844,1
2048.0,14757,173.10153198242188,339.77278137207031,1
2048.0,14758,174.389404296875,358.2623291015625,1
2048.0,14759,177.625,378.67770385742188,1
2048.0,14760,181.97183990478516,399.74894714355469,1
2048.0,14761,188.00113677978516,420.76519775390625,1
2048.0,14762,195.35345458984375,443.98783874511719,1
2048.0,14763,203.06512451171875,467.2066650390625,1
2048.0,14764,211.47199249267578,490.1270751953125,1
2048.0,14765,220.37589263916016,512.9998779296875,1
2048.0,14766,230.01593017578125,535.98583984375,1
2048.0,14767,239.58056640625,561.1832275390625,1
2048.0,14768,249.69869995117188,587.13629150390625,1
2048.0,14769,260.30142211914062,613.50997924804688,1
2048.0,14770,271.60341644287109,641.75979614257812,1
2048.0,14771,283.14726257324219,670.38650512695312,1
2048.0,14772,295.14622497558594,699.97412109375,1
2048.0,14773,307.72352600097656,730.27883911132812,1
2048.0,14774,321.13368225097656,761.98471069335938,1
2048.0,14775,334.9761962890625,794.26376342773438,1
2048.0,14776,349.62953186035156,828.57974243164062,1
2048.0,14777,364.46359252929688,863.36419677734375,1
2048.0,14778,379.68553161621094,898.63198852539062,1
2048.0,14779,395.52754211425781,934.71371459960938,1
2048.0,14780,411.63050842285156,972.20895385742188,1
2048.0,14781,427.780517578125,1011.1041870117188,1
3.0,0,187.33333333333334,432.33333333333331,1
3.0,1,192.59290568033853,449.36690266927081,1
3.0,2,198.31345113118491,466.50418090820312,1
3.0,3,204.62978108723959,484.21216837565106,1
3.0,4,211.38150533040366,501.74906412760419,1
3.0,5,214.45273437500001,512.40816040039067,1
3.0,6,221.2829620361328,529.19265747070312,1
3.0,7,228.37374877929688,545.8970825195313,1
3.0,8,235.85435791015624,563.60296630859375,1
3.0,9,243.39847717285156,581.24603271484375,1
3.0,10,255.50259908040366,595.05473497178821,1
3.0,11,263.63059828016492,613.2818603515625,1
3.0,12,271.78938123914929,631.76048448350696,1
3.0,13,280.09522840711804,650.22113037109375,1
3.0,14,289.57291030883789,672.87609100341797,1
3.0,15,295.85396660698785,688.14242214626734,1
3.0,16,305.07828776041669,707.3614501953125,1
3.0,17,314.13073348999023,730.49768829345703,1
3.0,18,323.05623953683033,751.85098702566961,1
3.0,19,332.86447579520092,771.61100551060269,1
3.0,20,347.38838500976561,802.12158203125,1
3.0,21,357.3536376953125,822.71309814453127,1
3.0,22,367.40924682617185,843.71652832031248,1
3.0,23,383.86886596679688,876.74111938476562,1
3.0,24,393.92087554931641,898.33302307128906,1
3.0,25,403.94498443603516,920.18881225585938,1
3.0,26,414.03712463378906,942.07969665527344,1
3.0,27,417.01861572265625,967.54182942708337,1
3.0,28,426.81862386067706,990.47412109375,1
3471.0,26155,463.5,498.0,0
3471.0,26156,459.75428771972656,491.775146484375,0
3471.0,26157,462.39810180664062,496.87158203125,0
3471.0,26158,463.43745422363281,498.60537719726562,0
3471.0,26159,463.44638061523438,498.59565734863281,0
3471.0,26160,463.39126586914062,498.52418518066406,0
3471.0,26161,463.35057067871094,498.52328491210938,0
3471.0,26162,463.3446044921875,498.5040283203125,0
3471.0,26163,463.44290161132812,498.41961669921875,0
3471.0,26164,463.88270568847656,498.65048217773438,0
3471.0,26165,463.98617553710938,498.73806762695312,0
3471.0,26166,463.99066162109375,498.71012878417969,0
3471.0,26167,464.01150512695312,498.77505493164062,0
3471.0,26168,464.03579711914062,498.72427368164062,0
3471.0,26169,464.09042358398438,498.7061767578125,0
3471.0,26170,464.09300231933594,498.76753234863281,0
3471.0,26171,463.84257507324219,498.61471557617188,0
3471.0,26172,462.05592346191406,495.91531372070312,0
3471.0,26173,459.61920166015625,491.00177001953125,0
3471.0,26174,451.72201538085938,503.74777221679688,0
3471.0,26175,449.18865966796875,498.04559326171875,0
3471.0,26176,443.64190673828125,487.26681518554688,0
3471.0,26177,438.65164184570312,477.45870971679688,0
4439.0,32320,327.0,208.0,1
4439.0,32321,315.48873901367188,218.94694519042969,1
4439.0,32322,315.51751708984375,218.95863342285156,1
4439.0,32323,315.56015014648438,219.01455688476562,1
4439.0,32324,315.51858520507812,218.94491577148438,1
4439.0,32325,315.46603393554688,218.94520568847656,1
4439.0,32326,315.47979736328125,218.92709350585938,1
4439.0,32327,315.53927612304688,218.91593933105469,1
4439.0,32328,315.511962890625,218.86421203613281,1
4439.0,32329,315.47515869140625,218.90132141113281,1
4439.0,32330,315.55831909179688,218.97908020019531,1
4439.0,32331,315.37954711914062,218.91470336914062,1
4439.0,32332,315.50302124023438,218.93431091308594,1
4439.0,32333,315.50140380859375,218.94822692871094,1
4439.0,32334,315.54281616210938,218.93563842773438,1
4439.0,32335,315.51235961914062,218.93547058105469,1
4439.0,32336,315.506103515625,218.94580078125,1
4439.0,32337,315.598876953125,218.98063659667969,1
4439.0,32338,315.5670166015625,218.95182800292969,1
4439.0,32339,315.50735473632812,218.97178649902344,1
4439.0,32340,315.51333618164062,219.04710388183594,1
4439.0,32341,315.47610473632812,218.97088623046875,1
4439.0,32342,315.56085205078125,218.940185546875,1
4439.0,32343,315.50790405273438,218.93925476074219,1
4439.0,32344,315.56893920898438,218.94206237792969,1
4439.0,32345,315.59762573242188,218.936767578125,1
4439.0,32346,315.55862426757812,218.96827697753906,1
2060.0,14870,399.0,298.0,1
2060.0,14871,399.00540161132812,297.99545288085938,1
2060.0,14872,399.01168823242188,297.99380493164062,1
2060.0,14873,399.0086669921875,298.02044677734375,1
2060.0,14874,399.01089477539062,298.0491943359375,1
2060.0,14875,399.02609252929688,298.01724243164062,1
2060.0,14876,399.04141235351562,297.9874267578125,1
2060.0,14877,399.018310546875,298.0308837890625,1
2060.0,14878,399.01483154296875,297.99984741210938,1
2060.0,14879,399.00564575195312,298.00204467773438,1
2060.0,14880,399.02420043945312,298.01858520507812,1
2060.0,14881,399.02975463867188,298.00372314453125,1
2060.0,14882,399.03988647460938,297.99273681640625,1
2060.0,14883,399.07040405273438,297.88055419921875,1
2060.0,14884,394.98471069335938,303.01559448242188,1
2060.0,14885,390.11038208007812,316.21054077148438,1
